SHANG-CHI;MAN-THING
WOLVERINE;SILVERCLAW
WOLVERINE;MOONDRAGON
WOLVERINE;DARKSTAR
WOLVERINE;MR. FANTASTIC
WOLVERINE;BLACK PANTHER
WOLVERINE;TRIATHLON
WOLVERINE;PROFESSOR X
WOLVERINE;INVISIBLE WOMAN
WOLVERINE;THING
WOLVERINE;PSYLOCKE
WOLVERINE;BISHOP
WOLVERINE;NIGHTCRAWLER
WOLVERINE;VISION
WOLVERINE;SUB-MARINER
WOLVERINE;CAPTAIN MARVEL (MONICA RAMBEAU)
CAPTAIN MARVEL (MONICA RAMBEAU);EGO
CAPTAIN MARVEL (MONICA RAMBEAU);IRON MAN
CAPTAIN MARVEL (MONICA RAMBEAU);SILVER SURFER
CAPTAIN MARVEL (MONICA RAMBEAU);WASP
CAPTAIN MARVEL (MONICA RAMBEAU);GAMBIT
CAPTAIN MARVEL (MONICA RAMBEAU);SPIDER-MAN
CAPTAIN MARVEL (MONICA RAMBEAU);CAPTAIN AMERICA
CAPTAIN MARVEL (MONICA RAMBEAU);WONDER MAN
CAPTAIN MARVEL (MONICA RAMBEAU);STARFOX
CAPTAIN MARVEL (MONICA RAMBEAU);THOR
CAPTAIN MARVEL (MONICA RAMBEAU);NOVA
CAPTAIN MARVEL (MONICA RAMBEAU);HULK
CAPTAIN MARVEL (MONICA RAMBEAU);SUPREME INTELLIGENCE
CAPTAIN MARVEL (MONICA RAMBEAU);SILVERCLAW
CAPTAIN MARVEL (MONICA RAMBEAU);MOONDRAGON
CAPTAIN MARVEL (MONICA RAMBEAU);DARKSTAR
CAPTAIN MARVEL (MONICA RAMBEAU);MR. FANTASTIC
CAPTAIN MARVEL (MONICA RAMBEAU);BLACK PANTHER
CAPTAIN MARVEL (MONICA RAMBEAU);TRIATHLON
CAPTAIN MARVEL (MONICA RAMBEAU);PROFESSOR X
CAPTAIN MARVEL (MONICA RAMBEAU);INVISIBLE WOMAN
CAPTAIN MARVEL (MONICA RAMBEAU);THING
CAPTAIN MARVEL (MONICA RAMBEAU);PSYLOCKE
CAPTAIN MARVEL (MONICA RAMBEAU);BISHOP
CAPTAIN MARVEL (MONICA RAMBEAU);NIGHTCRAWLER
CAPTAIN MARVEL (MONICA RAMBEAU);VISION
CAPTAIN MARVEL (MONICA RAMBEAU);SUB-MARINER
SUB-MARINER;EGO
SUB-MARINER;IRON MAN
SUB-MARINER;SILVER SURFER
SUB-MARINER;WASP
SUB-MARINER;GAMBIT
SUB-MARINER;SPIDER-MAN
SUB-MARINER;CAPTAIN AMERICA
SUB-MARINER;WONDER MAN
SUB-MARINER;STARFOX
SUB-MARINER;THOR
SUB-MARINER;NOVA
SUB-MARINER;HULK
SUB-MARINER;SUPREME INTELLIGENCE
SUB-MARINER;SILVERCLAW
SUB-MARINER;MOONDRAGON
SUB-MARINER;DARKSTAR
SUB-MARINER;MR. FANTASTIC
SUB-MARINER;BLACK PANTHER
SUB-MARINER;TRIATHLON
SUB-MARINER;PROFESSOR X
SUB-MARINER;INVISIBLE WOMAN
SUB-MARINER;THING
SUB-MARINER;PSYLOCKE
SUB-MARINER;BISHOP
SUB-MARINER;NIGHTCRAWLER
SUB-MARINER;VISION
VISION;EGO
VISION;IRON MAN
VISION;SILVER SURFER
VISION;WASP
VISION;GAMBIT
VISION;SPIDER-MAN
VISION;CAPTAIN AMERICA
VISION;WONDER MAN
VISION;STARFOX
VISION;THOR
VISION;NOVA
VISION;HULK
VISION;SUPREME INTELLIGENCE
VISION;SILVERCLAW
VISION;MOONDRAGON
VISION;DARKSTAR
VISION;MR. FANTASTIC
VISION;BLACK PANTHER
VISION;TRIATHLON
VISION;PROFESSOR X
VISION;INVISIBLE WOMAN
VISION;THING
VISION;PSYLOCKE
VISION;BISHOP
VISION;NIGHTCRAWLER
NIGHTCRAWLER;EGO
NIGHTCRAWLER;IRON MAN
NIGHTCRAWLER;SILVER SURFER
NIGHTCRAWLER;WASP
NIGHTCRAWLER;GAMBIT
NIGHTCRAWLER;SPIDER-MAN
NIGHTCRAWLER;CAPTAIN AMERICA
NIGHTCRAWLER;WONDER MAN
NIGHTCRAWLER;STARFOX
NIGHTCRAWLER;THOR
NIGHTCRAWLER;NOVA
NIGHTCRAWLER;HULK
NIGHTCRAWLER;SUPREME INTELLIGENCE
NIGHTCRAWLER;SILVERCLAW
NIGHTCRAWLER;MOONDRAGON
NIGHTCRAWLER;DARKSTAR
NIGHTCRAWLER;MR. FANTASTIC
NIGHTCRAWLER;BLACK PANTHER
NIGHTCRAWLER;TRIATHLON
NIGHTCRAWLER;PROFESSOR X
NIGHTCRAWLER;INVISIBLE WOMAN
NIGHTCRAWLER;THING
NIGHTCRAWLER;PSYLOCKE
NIGHTCRAWLER;BISHOP
BISHOP;EGO
BISHOP;IRON MAN
BISHOP;SILVER SURFER
BISHOP;WASP
BISHOP;GAMBIT
BISHOP;SPIDER-MAN
BISHOP;CAPTAIN AMERICA
BISHOP;WONDER MAN
BISHOP;STARFOX
BISHOP;THOR
BISHOP;NOVA
BISHOP;HULK
BISHOP;SUPREME INTELLIGENCE
BISHOP;SILVERCLAW
BISHOP;MOONDRAGON
BISHOP;DARKSTAR
BISHOP;MR. FANTASTIC
BISHOP;BLACK PANTHER
BISHOP;TRIATHLON
BISHOP;PROFESSOR X
BISHOP;INVISIBLE WOMAN
BISHOP;THING
BISHOP;PSYLOCKE
PSYLOCKE;EGO
PSYLOCKE;IRON MAN
PSYLOCKE;SILVER SURFER
PSYLOCKE;WASP
PSYLOCKE;GAMBIT
PSYLOCKE;SPIDER-MAN
PSYLOCKE;CAPTAIN AMERICA
PSYLOCKE;WONDER MAN
PSYLOCKE;STARFOX
PSYLOCKE;THOR
PSYLOCKE;NOVA
PSYLOCKE;HULK
PSYLOCKE;SUPREME INTELLIGENCE
PSYLOCKE;SILVERCLAW
PSYLOCKE;MOONDRAGON
PSYLOCKE;DARKSTAR
PSYLOCKE;MR. FANTASTIC
PSYLOCKE;BLACK PANTHER
PSYLOCKE;TRIATHLON
PSYLOCKE;PROFESSOR X
PSYLOCKE;INVISIBLE WOMAN
PSYLOCKE;THING
THING;EGO
THING;IRON MAN
THING;SILVER SURFER
THING;WASP
THING;GAMBIT
THING;SPIDER-MAN
THING;CAPTAIN AMERICA
THING;WONDER MAN
THING;STARFOX
THING;THOR
THING;NOVA
THING;HULK
THING;SUPREME INTELLIGENCE
THING;SILVERCLAW
THING;MOONDRAGON
THING;DARKSTAR
THING;MR. FANTASTIC
THING;BLACK PANTHER
THING;TRIATHLON
THING;PROFESSOR X
THING;INVISIBLE WOMAN
INVISIBLE WOMAN;EGO
INVISIBLE WOMAN;IRON MAN
INVISIBLE WOMAN;SILVER SURFER
INVISIBLE WOMAN;WASP
INVISIBLE WOMAN;GAMBIT
INVISIBLE WOMAN;SPIDER-MAN
INVISIBLE WOMAN;CAPTAIN AMERICA
INVISIBLE WOMAN;WONDER MAN
INVISIBLE WOMAN;STARFOX
INVISIBLE WOMAN;THOR
INVISIBLE WOMAN;NOVA
INVISIBLE WOMAN;HULK
INVISIBLE WOMAN;SUPREME INTELLIGENCE
INVISIBLE WOMAN;SILVERCLAW
INVISIBLE WOMAN;MOONDRAGON
INVISIBLE WOMAN;DARKSTAR
INVISIBLE WOMAN;MR. FANTASTIC
INVISIBLE WOMAN;BLACK PANTHER
INVISIBLE WOMAN;TRIATHLON
INVISIBLE WOMAN;PROFESSOR X
PROFESSOR X;EGO
PROFESSOR X;IRON MAN
PROFESSOR X;SILVER SURFER
PROFESSOR X;WASP
PROFESSOR X;GAMBIT
PROFESSOR X;SPIDER-MAN
PROFESSOR X;CAPTAIN AMERICA
PROFESSOR X;WONDER MAN
PROFESSOR X;STARFOX
PROFESSOR X;THOR
PROFESSOR X;NOVA
PROFESSOR X;HULK
PROFESSOR X;SUPREME INTELLIGENCE
PROFESSOR X;SILVERCLAW
PROFESSOR X;MOONDRAGON
PROFESSOR X;DARKSTAR
PROFESSOR X;MR. FANTASTIC
PROFESSOR X;BLACK PANTHER
PROFESSOR X;TRIATHLON
TRIATHLON;EGO
TRIATHLON;IRON MAN
TRIATHLON;SILVER SURFER
TRIATHLON;WASP
TRIATHLON;GAMBIT
TRIATHLON;SPIDER-MAN
TRIATHLON;CAPTAIN AMERICA
TRIATHLON;WONDER MAN
TRIATHLON;STARFOX
TRIATHLON;THOR
TRIATHLON;NOVA
TRIATHLON;HULK
TRIATHLON;SUPREME INTELLIGENCE
TRIATHLON;SILVERCLAW
TRIATHLON;MOONDRAGON
TRIATHLON;DARKSTAR
TRIATHLON;MR. FANTASTIC
TRIATHLON;BLACK PANTHER
BLACK PANTHER;EGO
BLACK PANTHER;IRON MAN
BLACK PANTHER;SILVER SURFER
BLACK PANTHER;WASP
BLACK PANTHER;GAMBIT
BLACK PANTHER;SPIDER-MAN
BLACK PANTHER;CAPTAIN AMERICA
BLACK PANTHER;WONDER MAN
BLACK PANTHER;STARFOX
BLACK PANTHER;THOR
BLACK PANTHER;NOVA
BLACK PANTHER;HULK
BLACK PANTHER;SUPREME INTELLIGENCE
BLACK PANTHER;SILVERCLAW
BLACK PANTHER;MOONDRAGON
BLACK PANTHER;DARKSTAR
BLACK PANTHER;MR. FANTASTIC
MR. FANTASTIC;EGO
MR. FANTASTIC;IRON MAN
MR. FANTASTIC;SILVER SURFER
MR. FANTASTIC;WASP
MR. FANTASTIC;GAMBIT
MR. FANTASTIC;SPIDER-MAN
MR. FANTASTIC;CAPTAIN AMERICA
MR. FANTASTIC;WONDER MAN
MR. FANTASTIC;STARFOX
MR. FANTASTIC;THOR
MR. FANTASTIC;NOVA
MR. FANTASTIC;HULK
MR. FANTASTIC;SUPREME INTELLIGENCE
MR. FANTASTIC;SILVERCLAW
MR. FANTASTIC;MOONDRAGON
MR. FANTASTIC;DARKSTAR
DARKSTAR;EGO
DARKSTAR;IRON MAN
DARKSTAR;SILVER SURFER
DARKSTAR;WASP
DARKSTAR;GAMBIT
DARKSTAR;SPIDER-MAN
DARKSTAR;CAPTAIN AMERICA
DARKSTAR;WONDER MAN
DARKSTAR;STARFOX
DARKSTAR;THOR
DARKSTAR;NOVA
DARKSTAR;HULK
DARKSTAR;SUPREME INTELLIGENCE
DARKSTAR;SILVERCLAW
DARKSTAR;MOONDRAGON
MOONDRAGON;EGO
MOONDRAGON;IRON MAN
MOONDRAGON;SILVER SURFER
MOONDRAGON;WASP
MOONDRAGON;GAMBIT
MOONDRAGON;SPIDER-MAN
MOONDRAGON;CAPTAIN AMERICA
MOONDRAGON;WONDER MAN
MOONDRAGON;STARFOX
MOONDRAGON;THOR
MOONDRAGON;NOVA
MOONDRAGON;HULK
MOONDRAGON;SUPREME INTELLIGENCE
MOONDRAGON;SILVERCLAW
SILVERCLAW;EGO
SILVERCLAW;IRON MAN
SILVERCLAW;SILVER SURFER
SILVERCLAW;WASP
SILVERCLAW;GAMBIT
SILVERCLAW;SPIDER-MAN
SILVERCLAW;CAPTAIN AMERICA
SILVERCLAW;WONDER MAN
SILVERCLAW;STARFOX
SILVERCLAW;THOR
SILVERCLAW;NOVA
SILVERCLAW;HULK
SILVERCLAW;SUPREME INTELLIGENCE
SUPREME INTELLIGENCE;EGO
SUPREME INTELLIGENCE;IRON MAN
SUPREME INTELLIGENCE;SILVER SURFER
SUPREME INTELLIGENCE;WASP
SUPREME INTELLIGENCE;GAMBIT
SUPREME INTELLIGENCE;SPIDER-MAN
SUPREME INTELLIGENCE;CAPTAIN AMERICA
SUPREME INTELLIGENCE;WONDER MAN
SUPREME INTELLIGENCE;STARFOX
SUPREME INTELLIGENCE;THOR
SUPREME INTELLIGENCE;NOVA
SUPREME INTELLIGENCE;HULK
HULK;EGO
HULK;IRON MAN
HULK;SILVER SURFER
HULK;WASP
HULK;GAMBIT
HULK;SPIDER-MAN
HULK;CAPTAIN AMERICA
HULK;WONDER MAN
HULK;STARFOX
HULK;THOR
HULK;NOVA
NOVA;EGO
NOVA;IRON MAN
NOVA;SILVER SURFER
NOVA;WASP
NOVA;GAMBIT
NOVA;SPIDER-MAN
NOVA;CAPTAIN AMERICA
NOVA;WONDER MAN
NOVA;STARFOX
NOVA;THOR
THOR;EGO
THOR;IRON MAN
THOR;SILVER SURFER
THOR;WASP
THOR;GAMBIT
THOR;SPIDER-MAN
THOR;CAPTAIN AMERICA
THOR;WONDER MAN
THOR;STARFOX
STARFOX;EGO
STARFOX;IRON MAN
STARFOX;SILVER SURFER
STARFOX;WASP
STARFOX;GAMBIT
STARFOX;SPIDER-MAN
STARFOX;CAPTAIN AMERICA
STARFOX;WONDER MAN
WONDER MAN;EGO
WONDER MAN;IRON MAN
WONDER MAN;SILVER SURFER
WONDER MAN;WASP
WONDER MAN;GAMBIT
WONDER MAN;SPIDER-MAN
WONDER MAN;CAPTAIN AMERICA
CAPTAIN AMERICA;EGO
CAPTAIN AMERICA;IRON MAN
CAPTAIN AMERICA;SILVER SURFER
CAPTAIN AMERICA;WASP
CAPTAIN AMERICA;GAMBIT
CAPTAIN AMERICA;SPIDER-MAN
SPIDER-MAN;EGO
SPIDER-MAN;IRON MAN
SPIDER-MAN;SILVER SURFER
SPIDER-MAN;WASP
SPIDER-MAN;GAMBIT
GAMBIT;EGO
GAMBIT;IRON MAN
GAMBIT;SILVER SURFER
GAMBIT;WASP
WASP;EGO
WASP;IRON MAN
WASP;SILVER SURFER
SILVER SURFER;EGO
SILVER SURFER;IRON MAN
IRON MAN;EGO
VISION;THOR
VISION;PROFESSOR X
VISION;CAPTAIN MARVEL (MONICA RAMBEAU)
VISION;WASP
VISION;CAROL DANVERS
VISION;SCARLET WITCH
VISION;HUMAN TORCH
VISION;IRON MAN
VISION;TRIATHLON
VISION;MR. FANTASTIC
VISION;EGO
VISION;SUPREME INTELLIGENCE
VISION;INVISIBLE WOMAN
VISION;THING
VISION;STARFOX
VISION;SILVER SURFER
SILVER SURFER;THOR
SILVER SURFER;PROFESSOR X
SILVER SURFER;CAPTAIN MARVEL (MONICA RAMBEAU)
SILVER SURFER;WASP
SILVER SURFER;CAROL DANVERS
SILVER SURFER;SCARLET WITCH
SILVER SURFER;HUMAN TORCH
SILVER SURFER;IRON MAN
SILVER SURFER;TRIATHLON
SILVER SURFER;MR. FANTASTIC
SILVER SURFER;EGO
SILVER SURFER;SUPREME INTELLIGENCE
SILVER SURFER;INVISIBLE WOMAN
SILVER SURFER;THING
SILVER SURFER;STARFOX
STARFOX;THOR
STARFOX;PROFESSOR X
STARFOX;CAPTAIN MARVEL (MONICA RAMBEAU)
STARFOX;WASP
STARFOX;CAROL DANVERS
STARFOX;SCARLET WITCH
STARFOX;HUMAN TORCH
STARFOX;IRON MAN
STARFOX;TRIATHLON
STARFOX;MR. FANTASTIC
STARFOX;EGO
STARFOX;SUPREME INTELLIGENCE
STARFOX;INVISIBLE WOMAN
STARFOX;THING
THING;THOR
THING;PROFESSOR X
THING;CAPTAIN MARVEL (MONICA RAMBEAU)
THING;WASP
THING;CAROL DANVERS
THING;SCARLET WITCH
THING;HUMAN TORCH
THING;IRON MAN
THING;TRIATHLON
THING;MR. FANTASTIC
THING;EGO
THING;SUPREME INTELLIGENCE
THING;INVISIBLE WOMAN
INVISIBLE WOMAN;THOR
INVISIBLE WOMAN;PROFESSOR X
INVISIBLE WOMAN;CAPTAIN MARVEL (MONICA RAMBEAU)
INVISIBLE WOMAN;WASP
INVISIBLE WOMAN;CAROL DANVERS
INVISIBLE WOMAN;SCARLET WITCH
INVISIBLE WOMAN;HUMAN TORCH
INVISIBLE WOMAN;IRON MAN
INVISIBLE WOMAN;TRIATHLON
INVISIBLE WOMAN;MR. FANTASTIC
INVISIBLE WOMAN;EGO
INVISIBLE WOMAN;SUPREME INTELLIGENCE
SUPREME INTELLIGENCE;THOR
SUPREME INTELLIGENCE;PROFESSOR X
SUPREME INTELLIGENCE;CAPTAIN MARVEL (MONICA RAMBEAU)
SUPREME INTELLIGENCE;WASP
SUPREME INTELLIGENCE;CAROL DANVERS
SUPREME INTELLIGENCE;SCARLET WITCH
SUPREME INTELLIGENCE;HUMAN TORCH
SUPREME INTELLIGENCE;IRON MAN
SUPREME INTELLIGENCE;TRIATHLON
SUPREME INTELLIGENCE;MR. FANTASTIC
SUPREME INTELLIGENCE;EGO
EGO;THOR
EGO;PROFESSOR X
EGO;CAPTAIN MARVEL (MONICA RAMBEAU)
EGO;WASP
EGO;CAROL DANVERS
EGO;SCARLET WITCH
EGO;HUMAN TORCH
EGO;IRON MAN
EGO;TRIATHLON
EGO;MR. FANTASTIC
MR. FANTASTIC;THOR
MR. FANTASTIC;PROFESSOR X
MR. FANTASTIC;CAPTAIN MARVEL (MONICA RAMBEAU)
MR. FANTASTIC;WASP
MR. FANTASTIC;CAROL DANVERS
MR. FANTASTIC;SCARLET WITCH
MR. FANTASTIC;HUMAN TORCH
MR. FANTASTIC;IRON MAN
MR. FANTASTIC;TRIATHLON
TRIATHLON;THOR
TRIATHLON;PROFESSOR X
TRIATHLON;CAPTAIN MARVEL (MONICA RAMBEAU)
TRIATHLON;WASP
TRIATHLON;CAROL DANVERS
TRIATHLON;SCARLET WITCH
TRIATHLON;HUMAN TORCH
TRIATHLON;IRON MAN
IRON MAN;THOR
IRON MAN;PROFESSOR X
IRON MAN;CAPTAIN MARVEL (MONICA RAMBEAU)
IRON MAN;WASP
IRON MAN;CAROL DANVERS
IRON MAN;SCARLET WITCH
IRON MAN;HUMAN TORCH
HUMAN TORCH;THOR
HUMAN TORCH;PROFESSOR X
HUMAN TORCH;CAPTAIN MARVEL (MONICA RAMBEAU)
HUMAN TORCH;WASP
HUMAN TORCH;CAROL DANVERS
HUMAN TORCH;SCARLET WITCH
SCARLET WITCH;THOR
SCARLET WITCH;PROFESSOR X
SCARLET WITCH;CAPTAIN MARVEL (MONICA RAMBEAU)
SCARLET WITCH;WASP
SCARLET WITCH;CAROL DANVERS
CAROL DANVERS;THOR
CAROL DANVERS;PROFESSOR X
CAROL DANVERS;CAPTAIN MARVEL (MONICA RAMBEAU)
CAROL DANVERS;WASP
WASP;THOR
WASP;PROFESSOR X
WASP;CAPTAIN MARVEL (MONICA RAMBEAU)
CAPTAIN MARVEL (MONICA RAMBEAU);THOR
CAPTAIN MARVEL (MONICA RAMBEAU);PROFESSOR X
PROFESSOR X;THOR
BLOODAXE;ULIK
ABSORBING MAN;SPIDER-MAN
SILVER SURFER;WONG
SILVER SURFER;MEPHISTO
MEPHISTO;WONG
CAPTAIN MARVEL (MONICA RAMBEAU);WONDER MAN
CAPTAIN MARVEL (MONICA RAMBEAU);SCARLET WITCH
CAPTAIN MARVEL (MONICA RAMBEAU);LIVING LIGHTNING
CAPTAIN MARVEL (MONICA RAMBEAU);VISION
CAPTAIN MARVEL (MONICA RAMBEAU);STARFOX
STARFOX;WONDER MAN
STARFOX;SCARLET WITCH
STARFOX;LIVING LIGHTNING
STARFOX;VISION
VISION;WONDER MAN
VISION;SCARLET WITCH
VISION;LIVING LIGHTNING
LIVING LIGHTNING;WONDER MAN
LIVING LIGHTNING;SCARLET WITCH
SCARLET WITCH;WONDER MAN
CAPTAIN AMERICA;BLOODAXE
CAPTAIN AMERICA;SPIDER-MAN
CAPTAIN AMERICA;ABSORBING MAN
ABSORBING MAN;SPIDER-MAN
SCARLET WITCH;VISION
SCARLET WITCH;CAPTAIN MARVEL (MONICA RAMBEAU)
SCARLET WITCH;WONDER MAN
SCARLET WITCH;EARTHQUAKE
SCARLET WITCH;HUSSAR
SCARLET WITCH;STARFOX
SCARLET WITCH;LIVING LIGHTNING
SCARLET WITCH;HARDBALL
HARDBALL;VISION
HARDBALL;CAPTAIN MARVEL (MONICA RAMBEAU)
HARDBALL;WONDER MAN
HARDBALL;EARTHQUAKE
HARDBALL;HUSSAR
HARDBALL;STARFOX
HARDBALL;LIVING LIGHTNING
LIVING LIGHTNING;VISION
LIVING LIGHTNING;CAPTAIN MARVEL (MONICA RAMBEAU)
LIVING LIGHTNING;WONDER MAN
LIVING LIGHTNING;EARTHQUAKE
LIVING LIGHTNING;HUSSAR
LIVING LIGHTNING;STARFOX
STARFOX;VISION
STARFOX;CAPTAIN MARVEL (MONICA RAMBEAU)
STARFOX;WONDER MAN
STARFOX;EARTHQUAKE
STARFOX;HUSSAR
HUSSAR;VISION
HUSSAR;CAPTAIN MARVEL (MONICA RAMBEAU)
HUSSAR;WONDER MAN
HUSSAR;EARTHQUAKE
EARTHQUAKE;VISION
EARTHQUAKE;CAPTAIN MARVEL (MONICA RAMBEAU)
EARTHQUAKE;WONDER MAN
WONDER MAN;VISION
WONDER MAN;CAPTAIN MARVEL (MONICA RAMBEAU)
CAPTAIN MARVEL (MONICA RAMBEAU);VISION
SUB-MARINER;WASP
THING;BLACK WIDOW
THING;WOLVERINE
THING;IRON MAN
THING;CAROL DANVERS
CAROL DANVERS;BLACK WIDOW
CAROL DANVERS;WOLVERINE
CAROL DANVERS;IRON MAN
IRON MAN;BLACK WIDOW
IRON MAN;WOLVERINE
WOLVERINE;BLACK WIDOW
WOLVERINE;THING
WOLVERINE;BLACK WIDOW
WOLVERINE;CAROL DANVERS
CAROL DANVERS;THING
CAROL DANVERS;BLACK WIDOW
BLACK WIDOW;THING
IRON MAN;CAROL DANVERS
IRON MAN;WOLVERINE
IRON MAN;BLACK WIDOW
IRON MAN;THING
THING;CAROL DANVERS
THING;WOLVERINE
THING;BLACK WIDOW
BLACK WIDOW;CAROL DANVERS
BLACK WIDOW;WOLVERINE
WOLVERINE;CAROL DANVERS
PUPPET MASTER;WASP
PUPPET MASTER;SUB-MARINER
SUB-MARINER;WASP
MACHINE MAN;IRON MAN
MACHINE MAN;JOCASTA
JOCASTA;IRON MAN
IRON MAN;SUB-MARINER
MR. FANTASTIC;HUMAN TORCH
MR. FANTASTIC;INVISIBLE WOMAN
INVISIBLE WOMAN;HUMAN TORCH
WONDER MAN;ANT-MAN (SCOTT LANG)
WONDER MAN;CAPTAIN AMERICA
WONDER MAN;SANDMAN
WONDER MAN;WASP
WONDER MAN;GRIM REAPER
WONDER MAN;VISION
VISION;ANT-MAN (SCOTT LANG)
VISION;CAPTAIN AMERICA
VISION;SANDMAN
VISION;WASP
VISION;GRIM REAPER
GRIM REAPER;ANT-MAN (SCOTT LANG)
GRIM REAPER;CAPTAIN AMERICA
GRIM REAPER;SANDMAN
GRIM REAPER;WASP
WASP;ANT-MAN (SCOTT LANG)
WASP;CAPTAIN AMERICA
WASP;SANDMAN
SANDMAN;ANT-MAN (SCOTT LANG)
SANDMAN;CAPTAIN AMERICA
CAPTAIN AMERICA;ANT-MAN (SCOTT LANG)
KILLRAVEN;DAGGER
SCARLET WITCH;WONG
SCARLET WITCH;THING
SCARLET WITCH;HUMAN TORCH
SCARLET WITCH;INVISIBLE WOMAN
SCARLET WITCH;MR. FANTASTIC
SCARLET WITCH;CAPTAIN AMERICA
SCARLET WITCH;THOR
SCARLET WITCH;IRON MAN
IRON MAN;THING
IRON MAN;HUMAN TORCH
IRON MAN;INVISIBLE WOMAN
IRON MAN;MR. FANTASTIC
IRON MAN;CAPTAIN AMERICA
IRON MAN;THOR
THOR;THING
THOR;HUMAN TORCH
THOR;INVISIBLE WOMAN
THOR;MR. FANTASTIC
THOR;CAPTAIN AMERICA
CAPTAIN AMERICA;THING
CAPTAIN AMERICA;HUMAN TORCH
CAPTAIN AMERICA;INVISIBLE WOMAN
CAPTAIN AMERICA;MR. FANTASTIC
MR. FANTASTIC;THING
MR. FANTASTIC;HUMAN TORCH
MR. FANTASTIC;INVISIBLE WOMAN
INVISIBLE WOMAN;THING
INVISIBLE WOMAN;HUMAN TORCH
HUMAN TORCH;THING
FALCON;CAPTAIN AMERICA
FALCON;CAPTAIN AMERICA
CYCLOPS;ICEMAN
CYCLOPS;BEAST
CYCLOPS;PROFESSOR X
PROFESSOR X;ICEMAN
PROFESSOR X;BEAST
BEAST;ICEMAN
MEDUSA;BLACK BOLT
MEDUSA;MAGNETO
MAGNETO;BLACK BOLT
BEAST;MASTERMIND
BEAST;BLOB
BLOB;MASTERMIND
MASTERMIND;BEAST
MASTERMIND;PROFESSOR X
MASTERMIND;IRON MAN
MASTERMIND;BLOB
BLOB;BEAST
BLOB;PROFESSOR X
BLOB;IRON MAN
IRON MAN;BEAST
IRON MAN;PROFESSOR X
PROFESSOR X;BEAST
CYCLOPS;PROFESSOR X
CYCLOPS;BEAST
BEAST;PROFESSOR X
BEAST;QUASIMODO
BEAST;IRON MAN
IRON MAN;QUASIMODO
JUGGERNAUT;BEAST
MOON KNIGHT;IRON FIST (DANNY RAND)
MOON KNIGHT;LUKE CAGE
MOON KNIGHT;SPIDER-MAN
MOON KNIGHT;PURPLE MAN
MOON KNIGHT;KINGPIN
MOON KNIGHT;DAREDEVIL
DAREDEVIL;IRON FIST (DANNY RAND)
DAREDEVIL;LUKE CAGE
DAREDEVIL;SPIDER-MAN
DAREDEVIL;PURPLE MAN
DAREDEVIL;KINGPIN
KINGPIN;IRON FIST (DANNY RAND)
KINGPIN;LUKE CAGE
KINGPIN;SPIDER-MAN
KINGPIN;PURPLE MAN
PURPLE MAN;IRON FIST (DANNY RAND)
PURPLE MAN;LUKE CAGE
PURPLE MAN;SPIDER-MAN
SPIDER-MAN;IRON FIST (DANNY RAND)
SPIDER-MAN;LUKE CAGE
LUKE CAGE;IRON FIST (DANNY RAND)
SUNSPOT;WOLFSBANE
SUNSPOT;CLOAK
SUNSPOT;SPIDER-MAN
SUNSPOT;DAGGER
DAGGER;WOLFSBANE
DAGGER;CLOAK
DAGGER;SPIDER-MAN
SPIDER-MAN;WOLFSBANE
SPIDER-MAN;CLOAK
CLOAK;WOLFSBANE
SABRETOOTH;RICTOR
SABRETOOTH;CALIBAN
SABRETOOTH;PROFESSOR X
SABRETOOTH;BANSHEE
SABRETOOTH;SUNSPOT
SABRETOOTH;BOOMER
SABRETOOTH;CYCLOPS
CYCLOPS;RICTOR
CYCLOPS;CALIBAN
CYCLOPS;PROFESSOR X
CYCLOPS;BANSHEE
CYCLOPS;SUNSPOT
CYCLOPS;BOOMER
BOOMER;RICTOR
BOOMER;CALIBAN
BOOMER;PROFESSOR X
BOOMER;BANSHEE
BOOMER;SUNSPOT
SUNSPOT;RICTOR
SUNSPOT;CALIBAN
SUNSPOT;PROFESSOR X
SUNSPOT;BANSHEE
BANSHEE;RICTOR
BANSHEE;CALIBAN
BANSHEE;PROFESSOR X
PROFESSOR X;RICTOR
PROFESSOR X;CALIBAN
CALIBAN;RICTOR
BOOMER;SUNSPOT
BOOMER;BEAST
BOOMER;CALIBAN
BOOMER;MIMIC
BOOMER;SABRETOOTH
BOOMER;PROFESSOR X
PROFESSOR X;SUNSPOT
PROFESSOR X;BEAST
PROFESSOR X;CALIBAN
PROFESSOR X;MIMIC
PROFESSOR X;SABRETOOTH
SABRETOOTH;SUNSPOT
SABRETOOTH;BEAST
SABRETOOTH;CALIBAN
SABRETOOTH;MIMIC
MIMIC;SUNSPOT
MIMIC;BEAST
MIMIC;CALIBAN
CALIBAN;SUNSPOT
CALIBAN;BEAST
BEAST;SUNSPOT
PUCK;BLACK CAT
PUCK;AURORA
PUCK;SPIDER-MAN
PUCK;NORTHSTAR
NORTHSTAR;BLACK CAT
NORTHSTAR;AURORA
NORTHSTAR;SPIDER-MAN
SPIDER-MAN;BLACK CAT
SPIDER-MAN;AURORA
AURORA;BLACK CAT
RICTOR;BEAST
RICTOR;FERAL
RICTOR;BOOMER
RICTOR;PROFESSOR X
PROFESSOR X;BEAST
PROFESSOR X;FERAL
PROFESSOR X;BOOMER
BOOMER;BEAST
BOOMER;FERAL
FERAL;BEAST
RICTOR;BOOMER
RICTOR;FERAL
FERAL;BOOMER
HUSK;BANSHEE
HUSK;SYNCH
