14909;SCOPE;NULL;SCOPE;;NULL
14910;SCORCH II;SCORCH II;NULL;;NULL
14911;SCORCH/TOMMY NG;SCORCH;TOMMY NG;;NULL
14912;SCORCHER/;SCORCHER;;;NULL
14913;SCORPIA;NULL;SCORPIA;;NULL
14914;SCORPIO II;SCORPIO II;NULL;;NULL
14915;SCORPIO III/MIKEL FU;SCORPIO III;MIKEL FU;;NULL
14916;SCORPIO IV;SCORPIO IV;NULL;;NULL
14917;SCORPIO/JAKE FURY;SCORPIO;JAKE FURY;;NULL
14918;SCORPION/MACDONALD G;SCORPION;MACDONALD G;;NULL
14919;SCOTT,JAKE;SCORPION;JAKE SCOTT;;NULL
14920;SCOTT,PARIS;SCORPION;PARIS SCOTT;;NULL
14921;SCOTT,PETER;SCORPION;PETER SCOTT;;NULL
14922;SCOURGE;NULL;SCOURGE;;SCOURGE
14923;SCOURGE II/;SCOURGE II;;;NULL
14924;SCRAMBLER;NULL;SCRAMBLER;;SCRAMBLER
14925;SCRATCH;NULL;SCRATCH;;NULL
14926;SCRATCH,NICHOLAS;NULL;NICHOLAS SCRATCH;;NULL
14927;SCREAM;NULL;SCREAM;;NULL
14928;SCREAMING MIMI/MELIS;SCREAMING MIMI;MELIS;;NULL
14929;SCRIBE;NULL;SCRIBE;;NULL
14930;SCRIER;NULL;SCRIER;;NULL
14931;SCRIER II/;SCRIER II;;;NULL
14932;SCRIER II/S. CRIER;SCRIER II;S. CRIER;;NULL
14933;SCRIER JR.;NULL;SCRIER JR.;;NULL
14934;SCRIPPS,LAHOYA;NULL;LAHOYA SCRIPPS;;NULL
14935;SCUZZ;NULL;SCUZZ;;NULL
14936;SCYLLA;NULL;SCYLLA;;NULL
14937;SCYTHE/;SCYTHE;;;NULL
14938;SEA LEOPARD;SEA LEOPARD;NULL;;NULL
14939;SEA URCHIN/JEREMY SW;SEA URCHIN;JEREMY SW;;NULL
14940;SEA WITCH/BRIGIT O'H;SEA WITCH;BRIGIT O'H;;NULL
14941;SEAWEED MAN;NULL;SEAWEED MAN;;NULL
14942;SEBASTIAN,MARISSA;NULL;MARISSA SEBASTIAN;;NULL
14943;SEBASTIAN,MRS.;NULL;MRS. SEBASTIAN;;NULL
14944;SECOND/ALECTO;SECOND;ALECTO;;NULL
14945;SEDNA;NULL;SEDNA;;NULL
14946;SEEKER III;SEEKER III;NULL;;NULL
14947;SEEKER/TARM;SEEKER;TARM;;NULL
14948;SEER;NULL;SEER;;NULL
14949;SEERESS;NULL;SEERESS;;NULL
14950;SEESHA;NULL;SEESHA;;NULL
14951;SEETAH;NULL;SEETAH;;NULL
14952;SEGAR,OWEN;NULL;OWEN SEGAR;;NULL
14953;SELENE;NULL;SELENE;;SELENE
14954;SELENE | MUTANT X-VE;NULL;SELENE | MUTANT X-VE;;NULL
14955;SEMIJAN;NULL;SEMIJAN;;NULL
14956;SENNET,PAMELA;NULL;PAMELA SENNET;;NULL
14957;SENREICH,GUNTHER;NULL;GUNTHER SENREICH;;NULL
14958;SENSATIONAL HYDRA/A ;SENSATIONAL HYDRA;A ;;NULL
14959;SENSO;NULL;SENSO;;NULL
14960;SENTINELS;NULL;SENTINELS;;SENTINELS
14961;SENTRY 459;NULL;SENTRY 459;;NULL
14962;SENTRY 571;NULL;SENTRY 571;;NULL
14963;SENTRY II/BOB REYNOL;SENTRY II;BOB REYNOL;;NULL
14964;SENTRY III;SENTRY III;NULL;;NULL
14965;SENTRY IV/VAL;SENTRY IV;VAL;;NULL
14966;SENYAKA;NULL;SENYAKA;;NULL
14967;SENYAKA,TIA;NULL;TIA SENYAKA;;NULL
14968;SERAPH;NULL;SERAPH;;NULL
14969;SERESTUS;NULL;SERESTUS;;NULL
14970;SERGEI;NULL;SERGEI;;NULL
14971;SERPENTYNE;NULL;SERPENTYNE;;NULL
14972;SERSI | MUTANT X-VER;SERSI | MUTANT X-VER;NULL;;NULL
14973;SERSI/SYLVIA;SERSI;SYLVIA;;SERSI
14974;SERVITOR;NULL;SERVITOR;;NULL
14975;SET;NULL;SET;;NULL
14976;SETH;NULL;SETH;;NULL
14977;SETH II;NULL;SETH II;;NULL
14978;SETH III;NULL;SETH III;;NULL
14979;SEVERIN,MARIE;NULL;MARIE SEVERIN;;NULL
14980;SEVILLE,STACY;NULL;STACY SEVILLE;;NULL
14981;SEWARD,ANNE;NULL;ANNE SEWARD;;NULL
14982;SEWARD,DR. CHARLES;NULL;DR. CHARLES SEWARD;;NULL
14983;SEWARD,ELISABETH;NULL;ELISABETH SEWARD;;NULL
14984;SEWARD,JANE;NULL;JANE SEWARD;;NULL
14985;SHA SHAN;NULL;SHA SHAN;;NULL
14986;SHAARA;NULL;SHAARA;;NULL
14987;SHAARA,MR.;NULL;MR. SHAARA;;NULL
14988;SHAARA,MRS.;NULL;MRS. SHAARA;;NULL
14989;SHAARA,SANJIT;NULL;SANJIT SHAARA;;NULL
14990;SHADES;NULL;SHADES;;NULL
14991;SHADOW KING | MUTANT;SHADOW KING | MUTANT;NULL;;NULL
14992;SHADOW KING/AMAHL FA;SHADOW KING;AMAHL FA;;SHADOW KING
14993;SHADOW QUEEN/SHIALMA;SHADOW QUEEN;SHIALMA;;NULL
14994;SHADOW-HAND/LI CHUN;SHADOW-HAND;LI CHUN;;NULL
14995;SHADOWCASTER/;SHADOWCASTER;;;NULL
14996;SHADOWCAT 2013;SHADOWCAT 2013;NULL;;NULL
14997;SHADOWCAT | MUTANT X;SHADOWCAT | MUTANT X;NULL;;NULL
14998;SHADOWCAT/KATHERINE ;SHADOWCAT;KATHERINE ;;SHADOWCAT
14999;SHADOWKNIGHT/RANDALL;SHADOWKNIGHT;RANDALL;;RANDALL
15000;SHADOWOMAN/JILLIAN W;SHADOWOMAN;JILLIAN W;;NULL
15001;SHAITAN,AL;SHADOWOMAN;AL SHAITAN;;NULL
15002;SHAKATI;NULL;SHAKATI;;NULL
15003;SHAKTI;NULL;SHAKTI;;NULL
15004;SHALAK;NULL;SHALAK;;NULL
15005;SHALLA BAL;NULL;SHALLA BAL;;NULL
15006;SHALLA BAL II;NULL;SHALLA BAL II;;NULL
15007;SHAMAN II;SHAMAN II;NULL;;NULL
15008;SHAMAN III;SHAMAN III;NULL;;NULL
15009;SHAMAN | MUTANT X-VE;SHAMAN | MUTANT X-VE;NULL;;NULL
15010;SHAMAN/MICHAEL TWOYO;SHAMAN;MICHAEL TWOYO;;SHAMAN
15011;SHAMROCK/MOLLY FITZG;SHAMROCK;MOLLY FITZG;;NULL
15012;SHANE,BRIDGIT;SHAMROCK;BRIDGIT SHANE;;NULL
15013;SHANG-CHI;NULL;SHANG-CHI;;SHANG-CHI
15014;SHANGA;NULL;SHANGA;;NULL
15015;SHANNA/SHANNA O'HARA;SHANNA;SHANNA O'HARA;;NULL
15016;SHANZAR;NULL;SHANZAR;;NULL
15017;SHAPANDER,KARIMA;NULL;KARIMA SHAPANDER;;NULL
15018;SHAPE;SHAPE;NULL;;SHAPE
15019;SHAPER OF WORLDS;SHAPER OF WORLDS;NULL;;NULL
15020;SHARD;NULL;SHARD;;SHARD
15021;SHARK/;SHARK;;;NULL
15022;SHARKSKIN;SHARKSKIN;NULL;;NULL
15023;SHARP,TRINA;SHARKSKIN;TRINA SHARP;;NULL
15024;SHARPE,ROSALINDE;SHARKSKIN;ROSALINDE SHARPE;;NULL
15025;SHARYD/CONAL;SHARYD;CONAL;;NULL
15026;SHATTERAX;NULL;SHATTERAX;;NULL
15027;SHATTERFIST/;SHATTERFIST;;;NULL
15028;SHATTERSTAR II/GAVEE;SHATTERSTAR II;GAVEE;;Shatterstar
15029;SHAUNEGHANN,MICHAEL;SHATTERSTAR II;MICHAEL SHAUNEGHANN;;NULL
15030;SHAW,ESAU;SHATTERSTAR II;ESAU SHAW;;NULL
15031;SHAW,HIRAM;SHATTERSTAR II;HIRAM SHAW;;NULL
15032;SHAW,JACOB;SHATTERSTAR II;JACOB SHAW;;NULL
15033;SHAW,MILDRED;SHATTERSTAR II;MILDRED SHAW;;NULL
15034;SHAW,OBADIAH;SHATTERSTAR II;OBADIAH SHAW;;NULL
15035;SHAW,SAMARRA;SHATTERSTAR II;SAMARRA SHAW;;NULL
15036;SHAW,SARAH;SHATTERSTAR II;SARAH SHAW;;NULL
15037;SHAW,SHINOBI;SHATTERSTAR II;SHINOBI SHAW;;SHINOBI SHAW
15038;SHAZANA;NULL;SHAZANA;;NULL
15039;SHE-CAT;NULL;SHE-CAT;;NULL
15040;SHE-HULK DOPPELGANGE;SHE-HULK DOPPELGANGE;NULL;;NULL
15041;SHE-HULK/JENNIFER WA;SHE-HULK;JENNIFER WA;;NULL
15042;SHE-WOLF/PAULETTE BR;SHE-WOLF;PAULETTE BR;;NULL
15043;SHEFFIELD,LEAH;SHE-WOLF;LEAH SHEFFIELD;;NULL
15044;SHELDON,PHIL;SHE-WOLF;PHIL SHELDON;;PHIL SHELDON
15045;SHELL/;SHELL;;;NULL
15046;SHELLSHOCK/;SHELLSHOCK;;;NULL
15047;SHEPPARD,JOAN ACE;SHELLSHOCK;JOAN ACE SHEPPARD;;NULL
15048;SHERIDAN,FLORENCE;SHELLSHOCK;FLORENCE SHERIDAN;;NULL
15049;SHERIDAN,LEAH;SHELLSHOCK;LEAH SHERIDAN;;NULL
15050;SHERIDAN,RICHARD RI;SHELLSHOCK;RICHARD RI SHERIDAN;;NULL
15051;SHERIDAN,WILLIAM;SHELLSHOCK;WILLIAM SHERIDAN;;NULL
15052;SHERMAN,GEN.;SHELLSHOCK;GEN. SHERMAN;;NULL
15053;SHIFFMAN,MAXIE;SHELLSHOCK;MAXIE SHIFFMAN;;NULL
15054;SHIGARU;NULL;SHIGARU;;NULL
15055;SHIN;NULL;SHIN;;NULL
15056;SHINAR;NULL;SHINAR;;NULL
15057;SHINCHUKO,LOTUS;NULL;LOTUS SHINCHUKO;;NULL
15058;SHINSKI,PROFESSOR W;NULL;PROFESSOR W SHINSKI;;NULL
15059;SHIP;NULL;SHIP;;NULL
15060;SHIPPINSKY,MALIK;NULL;MALIK SHIPPINSKY;;NULL
15061;SHIRE,DR. RANDALL;NULL;DR. RANDALL SHIRE;;NULL
15062;SHIVA;NULL;SHIVA;;SHIVA
15063;SHIVER MAN;NULL;SHIVER MAN;;SHIVER MAN
15064;SHOC/NEIL AIKEN;SHOC;NEIL AIKEN;;NULL
15065;SHOCKER/HERMAN SCHUL;SHOCKER;HERMAN SCHUL;;NULL
15066;SHOCKWAVE ROBOT;SHOCKWAVE ROBOT;NULL;;NULL
15067;SHOCKWAVE/LANCASTER ;SHOCKWAVE;LANCASTER ;;SHOCKWAVE
15068;SHOOTER,JIM;SHOCKWAVE;JIM SHOOTER;;SHOCKWAVE
15069;SHOOTING STAR;NULL;SHOOTING STAR;;SHOOTING STAR
15070;SHORR,JACQUELINE;NULL;JACQUELINE SHORR;;NULL
15071;SHORT CIRCUIT/HENRY ;SHORT CIRCUIT;HENRY ;;NULL
15072;SHOT/;SHOT;;;NULL
15073;SHOTGUN II/WALKER;SHOTGUN II;WALKER;;NULL
15074;SHOTGUN III/;SHOTGUN III;;;NULL
15075;SHOTGUN/ZEKE SALLING;SHOTGUN;ZEKE SALLING;;SHOTGUN
15076;SHREEVE;NULL;SHREEVE;;NULL
15077;SHREW/MARILYN MAYCRO;SHREW;MARILYN MAYCRO;;NULL
15078;SHRIEK/SANDRA DEEL/F;SHRIEK;SANDRA DEEL/F;;SHRIEK
15079;SHRILL/;SHRILL;;;NULL
15080;SHRINE;NULL;SHRINE;;NULL
15081;SHROUD/MAXIMILLIAN Q;SHROUD;MAXIMILLIAN Q;;NULL
15082;SHULK;SHULK;NULL;;NULL
15083;SHUMA-GORATH;NULL;SHUMA-GORATH;;NULL
15084;SHYM'R;NULL;SHYM'R;;NULL
15085;SIBERCAT/;SIBERCAT;;;NULL
15086;SIBERION;SIBERION;NULL;;NULL
15087;SICKLE;NULL;SICKLE;;NULL
15088;SICKLE II/;SICKLE II;;;NULL
15089;SIDEWINDER/SETH VOEL;SIDEWINDER;SETH VOEL;;NULL
15090;SIEGE/JOHN KELLY;SIEGE;JOHN KELLY;;NULL
15091;SIEGEL,DR. AVRAM;SIEGE;DR. AVRAM SIEGEL;;NULL
15092;SIF;NULL;SIF;;SIF
15093;SIFFROR;NULL;SIFFROR;;NULL
15094;SIGMAR;NULL;SIGMAR;;NULL
15095;SIGN/;SIGN;;;NULL
15096;SIGYN;NULL;SIGYN;;NULL
15097;SIINGARD;NULL;SIINGARD;;NULL
15098;SIKORSKY;NULL;SIKORSKY;;NULL
15099;SIKORSKY,RAYMOND;NULL;RAYMOND SIKORSKY;;NULL
15100;SILENCE/;SILENCE;;;NULL
15101;SILENCER;SILENCER;NULL;;NULL
15102;SILENT ONE;NULL;SILENT ONE;;NULL
15103;SILHOUETTE;NULL;SILHOUETTE;;SILHOUETTE
15104;SILICON/GERALD SIMMS;SILICON;GERALD SIMMS;;NULL
15105;SILVANI,VITTORIO;SILICON;VITTORIO SILVANI;;NULL
15106;SILVER;NULL;SILVER;;NULL
15107;SILVER DAGGER/ISAIAH;SILVER DAGGER;ISAIAH;;NULL
15108;SILVER FOX II/ZORA D;SILVER FOX II;ZORA D;;NULL
15109;SILVER FOX/BAYAN;SILVER FOX;BAYAN;;SILVER FOX
15110;SILVER II;NULL;SILVER II;;NULL
15111;SILVER SABLE;NULL;SILVER SABLE;;SILVER SABLE
15112;SILVER SAMURAI/KENYU;SILVER SAMURAI;KENYU;;SILVER SAMURAI
15113;SILVER SCORPION/ELIS;SILVER SCORPION;ELIS;;NULL
15114;SILVER SURFER DOPPEL;SILVER SURFER DOPPEL;NULL;;NULL
15115;SILVER SURFER IMPOST;SILVER SURFER IMPOST;NULL;;NULL
15116;SILVER SURFER | MUTA;SILVER SURFER | MUTA;NULL;;NULL
15117;SILVER SURFER/NORRIN;SILVER SURFER;NORRIN;;SILVER SURFER
15118;SILVERCLAW/LA GARRA ;SILVERCLAW;LA GARRA ;;SILVERCLAW
15119;SILVERCLOUD,SAM;SILVERCLAW;SAM SILVERCLOUD;;SILVERCLAW
15120;SILVERMANE/SILVIO MA;SILVERMANE;SILVIO MA;;SILVERMANE
15121;SIMBUS;NULL;SIMBUS;;NULL
15122;SIMMONS,ARCHIE;NULL;ARCHIE SIMMONS;;NULL
15123;SIMMONS,RANDALL;NULL;RANDALL SIMMONS;;NULL
15124;SIMON,ALEX FLORES;NULL;ALEX FLORES SIMON;;NULL
15125;SIMON,FELIX;NULL;FELIX SIMON;;NULL
15126;SIMONSON,LOUISE;NULL;LOUISE SIMONSON;;NULL
15127;SIMPSON,CRASH;NULL;CRASH SIMPSON;;NULL
15128;SIMS,EZEKIEL;NULL;EZEKIEL SIMS;;NULL
15129;SIN-EATER/STAN CARTE;SIN-EATER;STAN CARTE;;NULL
15130;SINCLAIR,MORGAN;SIN-EATER;MORGAN SINCLAIR;;NULL
15131;SINEW/;SINEW;;;NULL
15132;SINGER;NULL;SINGER;;NULL
15133;SINGER,MERLE;NULL;MERLE SINGER;;NULL
15134;SINGH,DR.;NULL;DR. SINGH;;NULL
15135;SINTARIIS;NULL;SINTARIIS;;NULL
15136;SIR;NULL;SIR;;NULL
15137;SIR BENEDICT;NULL;SIR BENEDICT;;NULL
15138;SIROCCO;SIROCCO;NULL;;NULL
15139;SIRYN/THERESA ROURKE;SIRYN;THERESA ROURKE;;NULL
15140;SISTER AGONY;SISTER AGONY;NULL;;NULL
15141;SISTER CHLOE;NULL;SISTER CHLOE;;NULL
15142;SISTER DEATH;NULL;SISTER DEATH;;NULL
15143;SISTER DREAM;NULL;SISTER DREAM;;NULL
15144;SISTER KATRINA;NULL;SISTER KATRINA;;NULL
15145;SISTER MARIA;NULL;SISTER MARIA;;NULL
15146;SISTER NIL;NULL;SISTER NIL;;NULL
15147;SISTER PERPETUA;NULL;SISTER PERPETUA;;NULL
15148;SISTER PLEASURE/SCAR;SISTER PLEASURE;SCAR;;NULL
15149;SISTER SALVATION;SISTER SALVATION;NULL;;NULL
15150;SISTER SOPHIA;NULL;SISTER SOPHIA;;NULL
15151;SITTING BULLSEYE/;SITTING BULLSEYE;;;NULL
15152;SITWELL,JASPER;SITTING BULLSEYE;JASPER SITWELL;;JASPER SITWELL
15153;SKADI;NULL;SKADI;;NULL
15154;SKAR;NULL;SKAR;;NULL
15155;SKARABROUS;NULL;SKARABROUS;;NULL
15156;SKARLET;NULL;SKARLET;;NULL
15157;SKETCH/;SKETCH;;;NULL
15158;SKEWER;NULL;SKEWER;;NULL
15159;SKIDS/SALLY BLEVINS;SKIDS;SALLY BLEVINS;;NULL
15160;SKIN II/DONNA BLISS;SKIN II;DONNA BLISS;;NULL
15161;SKIN,NYLA;SKIN II;NYLA SKIN;;NULL
15162;SKIN/ANGELO ESPINOSA;SKIN;ANGELO ESPINOSA;;SKIN
15163;SKINNER;SKINNER;NULL;;NULL
15164;SKOLL;NULL;SKOLL;;NULL
15165;SKOOKA;NULL;SKOOKA;;NULL
15166;SKUL/JOHN SKULINOWSK;SKUL;JOHN SKULINOWSK;;NULL
15167;SKULL-JACKET;SKULL-JACKET;NULL;;NULL
15168;SKULLBUSTER;SKULLBUSTER;NULL;;NULL
15169;SKULLCRASHER/;SKULLCRASHER;;;NULL
15170;SKUNGE;NULL;SKUNGE;;NULL
15171;SKY-WALKER;NULL;SKY-WALKER;;NULL
15172;SKYE;NULL;SKYE;;NULL
15173;SKYHAWK/WINSTON BILL;SKYHAWK;WINSTON BILL;;NULL
15174;SKYMAX/SK'YM'X/JAMES;SKYMAX;SK'YM'X/JAMES;;NULL
15175;SLAB/KRIS ANDERSON;SLAB;KRIS ANDERSON;;NULL
15176;SLADE;NULL;SLADE;;NULL
15177;SLAG/SLAGHT,DR. THE;SLAG;DR. THE SLAG/SLAGHT;;NULL
15178;SLAMBEAUX;NULL;SLAMBEAUX;;NULL
15179;SLASHER;SLASHER;NULL;;NULL
15180;SLASHER II;SLASHER II;NULL;;NULL
15181;SLAUGHTER;NULL;SLAUGHTER;;NULL
15182;SLAUGHTER II/CONSTAN;SLAUGHTER II;CONSTAN;;NULL
15183;SLAVINSKI,SALLY;SLAUGHTER II;SALLY SLAVINSKI;;NULL
15184;SLAYER/;SLAYER;;;NULL
15185;SLEDGE;NULL;SLEDGE;;NULL
15186;SLEEK;NULL;SLEEK;;NULL
15187;SLEEPER;NULL;SLEEPER;;SLEEPER
15188;SLEEPWALKER;NULL;SLEEPWALKER;;SLEEPWALKER
15189;SLICE/;SLICE;;;NULL
15190;SLICK;NULL;SLICK;;NULL
15191;SLIDE;NULL;SLIDE;;NULL
15192;SLITHER;NULL;SLITHER;;NULL
15193;SLOAN,ANNA;NULL;ANNA SLOAN;;NULL
15194;SLOAN,DR.;NULL;DR. SLOAN;;NULL
15195;SLOAN,FRED;NULL;FRED SLOAN;;NULL
15196;SLOAN,JASON;NULL;JASON SLOAN;;NULL
15197;SLOTH;NULL;SLOTH;;NULL
15198;SLOTOTH;NULL;SLOTOTH;;NULL
15199;SLUG/ULYSSES X. LUGM;SLUG;ULYSSES X. LUGM;;NULL
15200;SLUGANSKI,ERNIE;SLUG;ERNIE SLUGANSKI;;NULL
15201;SLUJ;NULL;SLUJ;;NULL
15202;SLUK;NULL;SLUK;;NULL
15203;SLYDE;NULL;SLYDE;;SLYDE
15204;SMALLWOOD,DAN;NULL;DAN SMALLWOOD;;NULL
15205;SMART ALEC/ALEC THOR;SMART ALEC;ALEC THOR;;NULL
15206;SMASHER;NULL;SMASHER;;NULL
15207;SMASHER II;NULL;SMASHER II;;NULL
15208;SMASHER III;NULL;SMASHER III;;NULL
15209;SMASHER IV;NULL;SMASHER IV;;NULL
15210;SMASHER V;NULL;SMASHER V;;NULL
15211;SMEDLEY;NULL;SMEDLEY;;NULL
15212;SMERDILOVISC,VICTOR;NULL;VICTOR SMERDILOVISC;;NULL
15213;SMILING TIGER/;SMILING TIGER;;;SMILING TIGER
15214;SMITH,ANDY;SMILING TIGER;ANDY SMITH;;SMILING TIGER
15215;SMITH,COL. TOLLIVER;SMILING TIGER;COL. TOLLIVER SMITH;;SMILING TIGER
15216;SMITH,DAPHNE;SMILING TIGER;DAPHNE SMITH;;SMILING TIGER
15217;SMITH,DR. ARMSTRONG;SMILING TIGER;DR. ARMSTRONG SMITH;;SMILING TIGER
15218;SMITH,HELEN BACK;SMILING TIGER;HELEN BACK SMITH;;SMILING TIGER
15219;SMITH,JOE;SMILING TIGER;JOE SMITH;;SMILING TIGER
15220;SMITH,KEVIN;SMILING TIGER;KEVIN SMITH;;SMILING TIGER
15221;SMITH,MANDY;SMILING TIGER;MANDY SMITH;;SMILING TIGER
15222;SMITH,MARTY LOUIS L;SMILING TIGER;MARTY LOUIS L SMITH;;SMILING TIGER
15223;SMITH,SIR DENIS NAY;SMILING TIGER;SIR DENIS NAY SMITH;;SMILING TIGER
15224;SMITH,WANDA JO BIAL;SMILING TIGER;WANDA JO BIAL SMITH;;SMILING TIGER
15225;SMITHSON,T.B.;SMILING TIGER;T.B. SMITHSON;;SMILING TIGER
15226;SMOKESCREAM/;SMOKESCREAM;;;NULL
15227;SMOKESCREEN/;SMOKESCREEN;;;NULL
15228;SMUGGLER II/CONRAD J;SMUGGLER II;CONRAD J;;NULL
15229;SMYTHE,ALISTAIR ALP;SMUGGLER II;ALISTAIR ALP SMYTHE;;NULL
15230;SMYTHE,SPENCER;SMUGGLER II;SPENCER SMYTHE;;SPENCER SMYTHE
15231;SNAGG;NULL;SNAGG;;NULL
15232;SNAKE;NULL;SNAKE;;NULL
15233;SNAKE-EYES;NULL;SNAKE-EYES;;NULL
15234;SNAKEBITE/;SNAKEBITE;;;NULL
15235;SNAKESKIN II/;SNAKESKIN II;;;NULL
15236;SNAPDRAGON/SHEOKE SA;SNAPDRAGON;SHEOKE SA;;NULL
15237;SNARE;NULL;SNARE;;NULL
15238;SNIDER,DET. LOU;NULL;DET. LOU SNIDER;;NULL
15239;SNIPER/VON BURIAN;SNIPER;VON BURIAN;;NULL
15240;SNIPES,DET.;SNIPER;DET. SNIPES;;NULL
15241;SNOW QUEEN/GITTE;SNOW QUEEN;GITTE;;NULL
15242;SNOW,CHARLIE;SNOW QUEEN;CHARLIE SNOW;;NULL
15243;SNOW,TANDY;SNOW QUEEN;TANDY SNOW;;NULL
15244;SNOW,VICTORIA;SNOW QUEEN;VICTORIA SNOW;;NULL
15245;SNOWBIRD | MUTANT X-;SNOWBIRD | MUTANT X-;NULL;;NULL
15246;SNOWBIRD/NARYA/ANNE ;SNOWBIRD;NARYA/ANNE ;;SNOWBIRD
15247;SNOWBLIND/;SNOWBLIND;;;NULL
15248;SOAP,DET.;SNOWBLIND;DET. SOAP;;NULL
15249;SOCRATES SOCK;NULL;SOCRATES SOCK;;NULL
15250;SODIUM;NULL;SODIUM;;NULL
15251;SOFEN,KARL AUGUST;NULL;KARL AUGUST SOFEN;;NULL
15252;SOFEN,MARION;NULL;MARION SOFEN;;NULL
15253;SOLAR WIND;NULL;SOLAR WIND;;NULL
15254;SOLARR;NULL;SOLARR;;NULL
15255;SOLE,MAJOR REMINGTO;NULL;MAJOR REMINGTO SOLE;;NULL
15256;SOLE,RANSOME;NULL;RANSOME SOLE;;NULL
15257;SOLO/;SOLO;;;NULL
15258;SOMBRE;NULL;SOMBRE;;NULL
15259;SOMERS,JOHNATHAN;NULL;JOHNATHAN SOMERS;;NULL
15260;SOMERS,KATHY;NULL;KATHY SOMERS;;NULL
15261;SOMMERS,APRIL;NULL;APRIL SOMMERS;;NULL
15262;SOMON;NULL;SOMON;;NULL
15263;SONDHEIM,ERICA;NULL;ERICA SONDHEIM;;NULL
15264;SONIC;NULL;SONIC;;NULL
15265;SOPHIE;NULL;SOPHIE;;NULL
15266;SORRENTINO/SORRENTIN;SORRENTINO;SORRENTIN;;NULL
15267;SORROW/;SORROW;;;NULL
15268;SOTEIRA;NULL;SOTEIRA;;NULL
15269;SOTO,BERNARD;NULL;BERNARD SOTO;;NULL
15270;SOUL MAN/FATHER JASO;SOUL MAN;FATHER JASO;;NULL
15271;SOUL-EATER;NULL;SOUL-EATER;;NULL
15272;SOULFIRE/JASON MALDO;SOULFIRE;JASON MALDO;;NULL
15273;SOUNDBYTE/;SOUNDBYTE;;;NULL
15274;SOUSA,PAUL;SOUNDBYTE;PAUL SOUSA;;NULL
15275;SOUTHERN,CANDY;SOUNDBYTE;CANDY SOUTHERN;;NULL
15276;SPACE PHANTOM;NULL;SPACE PHANTOM;;NULL
15277;SPANKER/FRED HOVEL;SPANKER;FRED HOVEL;;NULL
15278;SPAR,DR. KATHERINE ;SPANKER;DR. KATHERINE  SPAR;;NULL
15279;SPARK;NULL;SPARK;;NULL
15280;SPARROW;NULL;SPARROW;;NULL
15281;SPARROW BEAR,MELLIS;NULL;MELLIS SPARROW BEAR;;NULL
15282;SPARX/AURELLE;SPARX;AURELLE;;NULL
15283;SPAT;NULL;SPAT;;NULL
15284;SPAULDING,JILL;NULL;JILL SPAULDING;;NULL
15285;SPAULDING,PETER;NULL;PETER SPAULDING;;NULL
15286;SPEAR;NULL;SPEAR;;NULL
15287;SPECTRA/SELENA SLATE;SPECTRA;SELENA SLATE;;NULL
15288;SPECTRUM,SINCLAIR;SPECTRA;SINCLAIR SPECTRUM;;NULL
15289;SPEEDBALL DOPPELGANG;SPEEDBALL DOPPELGANG;NULL;;NULL
15290;SPEEDBALL II/DARRION;SPEEDBALL II;DARRION;;NULL
15291;SPEEDBALL/ROBBIE BAL;SPEEDBALL;ROBBIE BAL;;NULL
15292;SPEEDFREEK/SHAPPE;SPEEDFREEK;SHAPPE;;NULL
15293;SPELLBINDER/ERICA FO;SPELLBINDER;ERICA FO;;NULL
15294;SPENCER,TRACY;SPELLBINDER;TRACY SPENCER;;NULL
15295;SPERZEL,ANTON;SPELLBINDER;ANTON SPERZEL;;NULL
15296;SPETSBURO,GEN. YURI;SPELLBINDER;GEN. YURI SPETSBURO;;NULL
15297;SPHINX;NULL;SPHINX;;NULL
15298;SPHINX II;NULL;SPHINX II;;NULL
15299;SPHINX III;NULL;SPHINX III;;NULL
15300;SPIDER-MAN CLONE/BEN;SPIDER-MAN CLONE;BEN;;NULL
15301;SPIDER-MAN III/MARTH;SPIDER-MAN III;MARTH;;NULL
15302;SPIDER-MAN/PETER PAR;SPIDER-MAN;PETER PAR;;SPIDER-MAN
15303;SPIDER-WOMAN DOPPELG;SPIDER-WOMAN DOPPELG;NULL;;NULL
15304;SPIDER-WOMAN II/JULI;SPIDER-WOMAN II;JULI;;NULL
15305;SPIDER-WOMAN IV/CHAR;SPIDER-WOMAN IV;CHAR;;NULL
15306;SPIDER-WOMAN/JESSICA;SPIDER-WOMAN;JESSICA;;NULL
15307;SPIDERCIDE;NULL;SPIDERCIDE;;NULL
15308;SPIKE;NULL;SPIKE;;NULL
15309;SPIKEY;SPIKEY;NULL;;NULL
15310;SPINNERET;NULL;SPINNERET;;NULL
15311;SPIRAL;NULL;SPIRAL;;NULL
15312;SPIRAL II/ESTELLE GE;SPIRAL II;ESTELLE GE;;NULL
15313;SPIRIT OF '76/WILLIA;SPIRIT OF '76;WILLIA;;NULL
15314;SPITE/;SPITE;;;NULL
15315;SPITFIRE/LADY JACQUE;SPITFIRE;LADY JACQUE;;SPITFIRE
15316;SPITZ,BARRY;SPITFIRE;BARRY SPITZ;;SPITFIRE
15317;SPLICE II/;SPLICE II;;;NULL
15318;SPLICE/CHANDRA KU;SPLICE;CHANDRA KU;;NULL
15319;SPOILSPORT/;SPOILSPORT;;;NULL
15320;SPOOKY;NULL;SPOOKY;;NULL
15321;SPOOR/ANDREW HAMISH ;SPOOR;ANDREW HAMISH ;;NULL
15322;SPORE;NULL;SPORE;;NULL
